learning_rate,max_depth,subsample,n_estimators,reg_lambda,colsample_bytree,LOO-train-RMSE,LOO-train-R2,LOO-val-RMSE,LOO-val-R2,test-RMSE,test-R2
0.1,8,0.7,400,10,0.8,0.918411876,0.995239195,3.431383193,,3.237330153,0.921725665
0.2,5,0.8,200,5,0.6,0.933326482,0.995084341,3.438448379,,3.237501617,0.921717373
0.4,6,0.8,400,3,1,0.112955896,0.999925914,3.983958096,,3.237621444,0.921711578
0.4,6,0.8,200,3,1,0.112656455,0.999926358,3.976240394,,3.238517771,0.921668225
0.4,5,0.8,400,3,0.6,0.138794604,0.999890445,3.686677169,,3.238807176,0.921654224
0.2,8,0.7,300,5,0.8,0.259144846,0.999620733,3.568546277,,3.239087937,0.92164064
0.3,8,0.7,300,5,0.8,0.15408673,0.999865509,3.65344962,,3.240205023,0.921586582
0.4,7,0.8,100,3,0.8,0.26058006,0.999613238,3.813275811,,3.240285809,0.921582672
0.4,6,0.6,400,5,1,0.114578854,0.99992399,3.820809442,,3.240491376,0.921572722
0.2,3,0.9,300,3,0.8,0.892979821,0.995498545,3.687697583,,3.241035891,0.921546363
0.4,5,0.8,100,5,0.8,0.695024285,0.997263173,3.570319806,,3.241068128,0.921544802
0.2,6,0.6,400,3,0.6,0.414960676,0.999023226,3.577536844,,3.241166895,0.921540021
0.3,7,0.6,200,10,0.8,0.935433425,0.995060855,3.409616011,,3.241240066,0.921536478
0.4,6,0.8,300,3,1,0.112823309,0.999926094,3.973118605,,3.241332548,0.921532
0.1,7,0.6,200,3,0.8,1.032244751,0.993986046,3.535659018,,3.241609341,0.921518598
0.4,8,0.6,200,5,0.6,0.692648423,0.997288316,3.683411729,,3.241674524,0.921515442
0.3,6,0.6,300,3,1,0.115805817,0.999922771,3.801856054,,3.243374054,0.921433125
0.4,7,0.7,200,3,1,0.112723823,0.999926289,4.114360131,,3.244331939,0.921386711
0.2,5,0.7,200,3,1,0.267065474,0.999595871,3.666508912,,3.244392387,0.921383782
0.3,7,0.9,400,3,1,0.112396529,0.99992666,3.956534447,,3.245751105,0.921317921
0.4,7,0.8,100,10,1,0.417025951,0.999016257,3.637234554,,3.245851854,0.921313036
0.3,7,0.9,200,3,1,0.112421855,0.999926646,3.955681093,,3.245933436,0.92130908
0.3,7,0.9,300,3,1,0.112758339,0.99992619,3.957871811,,3.245933952,0.921309055
0.1,7,0.6,200,5,0.8,1.412330547,0.988744969,3.588006633,,3.246019059,0.921304929
0.4,4,0.6,200,3,0.8,0.520565737,0.998459703,3.692794369,,3.246432198,0.921284896
0.3,7,0.8,400,10,1,0.113339634,0.999925806,3.530357425,,3.24652211,0.921280536
0.4,7,0.8,300,1,1,0.114469081,0.999923899,4.422231716,,3.246602045,0.921276659
0.4,7,0.7,300,3,1,0.112926954,0.999925948,4.108388137,,3.246846337,0.921264811
0.1,8,0.7,400,10,1,0.507906275,0.998542545,3.589921857,,3.246934255,0.921260547
0.4,5,0.6,400,5,0.6,0.389886938,0.999135815,3.478402172,,3.247475224,0.921234308
0.3,7,0.7,300,10,0.8,0.403452447,0.999080445,3.49789405,,3.247576736,0.921229384
0.1,4,0.9,300,5,0.8,1.09984359,0.993174243,3.446455873,,3.24837257,0.921190773
0.4,7,0.8,200,1,1,0.11283397,0.999926061,4.428703663,,3.248616372,0.921178942
0.3,7,0.7,300,5,0.8,0.163924349,0.999847521,3.652586303,,3.24869086,0.921175328
0.4,7,0.8,100,1,1,0.116841869,0.999920726,4.437149062,,3.24886507,0.921166874
0.4,4,0.8,400,5,0.8,0.192662979,0.999789605,3.483334196,,3.249154073,0.921152848
0.4,4,0.9,300,5,0.8,0.223565236,0.999717339,3.72206471,,3.249216672,0.921149809
0.4,7,0.8,400,1,1,0.114332028,0.999924085,4.44699229,,3.249645295,0.921129005
0.4,8,0.7,400,10,0.8,0.173683085,0.99982864,3.49998066,,3.250060017,0.921108873
0.3,5,0.9,400,10,1,0.128709915,0.999906069,3.442591172,,3.250077788,0.92110801
0.4,7,0.7,100,3,1,0.135432655,0.999896062,4.099015881,,3.2501441,0.92110479
0.4,6,0.8,100,3,1,0.136857771,0.99989358,3.960117263,,3.250242101,0.921100033
0.3,5,0.9,300,10,1,0.167853845,0.999840727,3.43008657,,3.250255366,0.921099389
0.2,5,0.9,200,1,0.8,0.18246536,0.999811282,3.775522138,,3.251136571,0.9210566
0.2,5,0.7,400,10,0.6,0.912131789,0.995305434,3.270465304,,3.251176731,0.92105465
0.3,6,0.6,300,10,0.8,0.625028623,0.997793141,3.336739418,,3.251628093,0.921032728
0.3,6,0.6,400,10,0.8,0.44380369,0.998886218,3.386001223,,3.251766624,0.921025999
0.3,7,0.8,300,10,1,0.120204462,0.999917554,3.525369395,,3.251773524,0.921025664
0.4,6,0.6,300,5,1,0.117211438,0.999921187,3.801155723,,3.251964582,0.921016384
0.4,5,0.6,200,3,0.6,0.581667111,0.998083893,3.672183209,,3.252038434,0.921012796
0.4,8,0.6,400,10,0.6,0.571680653,0.998151982,3.430069678,,3.252148325,0.921007458
0.2,5,0.9,400,5,0.6,0.366178648,0.999242293,3.448263702,,3.252210843,0.921004421
0.1,7,0.6,200,1,0.8,0.522048185,0.998460421,3.586256593,,3.252347027,0.920997805
0.4,6,0.7,300,10,0.6,0.571920307,0.998149531,3.426556349,,3.252714988,0.920979928
0.4,8,0.9,200,5,0.8,0.119586193,0.999918161,3.788537718,,3.252791867,0.920976192
0.2,7,0.6,400,1,1,0.115486667,0.99992254,3.820087453,,3.252935729,0.920969202
0.1,8,0.9,400,3,1,0.11265384,0.99992652,4.08596776,,3.253291083,0.920951934
0.3,7,0.9,100,3,0.8,0.311558886,0.999450502,3.762572256,,3.253342274,0.920949447
0.4,5,0.8,200,1,1,0.112808832,0.999926114,3.989663466,,3.253774299,0.92092845
0.4,6,0.6,400,3,1,0.114612256,0.99992372,3.946563482,,3.254174657,0.920908991
0.4,7,0.7,400,3,1,0.114599983,0.999923729,4.124945574,,3.254230256,0.920906288
0.2,7,0.6,300,1,1,0.114391192,0.99992402,3.804434293,,3.254247879,0.920905431
0.4,5,0.8,400,1,1,0.114337919,0.99992408,4.007940079,,3.254326598,0.920901605
0.1,6,0.8,300,10,0.8,1.099919486,0.993169142,3.510037753,,3.254336003,0.920901148
0.2,8,0.8,100,1,1,0.116249032,0.999922333,4.123337325,,3.255200428,0.920859121
0.2,8,0.8,400,1,1,0.113034978,0.999925804,4.126998011,,3.255536125,0.920842797
0.4,5,0.8,100,1,1,0.126618274,0.999908052,3.995451501,,3.255626631,0.920838396
0.1,5,0.9,200,3,1,0.505070899,0.998555426,3.637917792,,3.255698397,0.920834906
0.2,8,0.8,200,1,1,0.112511789,0.999926498,4.118402473,,3.255855172,0.920827281
0.3,8,0.8,100,3,0.8,0.365721759,0.999242695,3.967192107,,3.255921835,0.920824039
0.2,8,0.8,300,1,1,0.112791867,0.999926126,4.116298127,,3.255946399,0.920822845
0.1,8,0.7,300,5,1,0.297548905,0.999499619,3.7070796,,3.256226701,0.920809211
0.2,7,0.6,200,1,1,0.114380703,0.999924547,3.802239646,,3.256605598,0.920790781
0.4,6,0.6,200,5,1,0.15114554,0.999870732,3.781609556,,3.257330024,0.920755537
0.1,7,0.7,400,10,0.8,0.939467545,0.995019181,3.402314175,,3.257489858,0.92074776
0.4,5,0.8,300,1,1,0.11448441,0.999923882,3.983043714,,3.257514663,0.920746553
0.4,7,0.8,100,3,0.6,0.509526448,0.998531406,3.614476819,,3.257781224,0.920733582
0.2,6,0.7,400,5,0.8,0.227267695,0.999707625,3.608798694,,3.257870351,0.920729245
0.1,8,0.7,300,5,0.8,0.663733538,0.99751291,3.449529524,,3.258161644,0.920715069
0.3,6,0.6,200,3,1,0.137544077,0.999892856,3.788764582,,3.258296124,0.920708524
0.2,5,0.9,400,1,0.8,0.115205382,0.999923259,3.808909971,,3.258989393,0.920674778
0.1,7,0.7,400,10,1,0.541068513,0.998346595,3.523215271,,3.259110296,0.920668892
0.3,8,0.7,200,5,0.8,0.31112068,0.999452591,3.624149045,,3.259157776,0.920666581
0.3,7,0.7,200,10,0.6,1.040303832,0.993890802,3.468369006,,3.259260664,0.920661572
0.2,5,0.6,300,5,0.8,0.610129983,0.997896376,3.415607074,,3.259270566,0.92066109
0.1,6,0.7,400,10,1,0.612210919,0.99788312,3.408549634,,3.259271002,0.920661069
0.4,8,0.9,400,5,0.8,0.112452951,0.999926623,3.800795593,,3.259505143,0.920649669
0.2,5,0.9,300,1,0.8,0.122071183,0.999914529,3.8045004,,3.26029574,0.920611171
0.3,3,0.9,300,3,1,0.416913546,0.999017985,3.553895225,,3.260547637,0.920598903
0.2,5,0.9,400,3,1,0.113676098,0.999925313,3.574093475,,3.260588399,0.920596918
0.2,5,0.9,300,3,1,0.119326271,0.999918519,3.576456993,,3.260915809,0.920580971
0.1,8,0.9,300,3,1,0.115426992,0.99992365,4.089122287,,3.261219116,0.920566196
0.4,8,0.9,300,5,0.8,0.11278429,0.99992626,3.799991318,,3.261305801,0.920561973
0.3,6,0.8,200,3,0.8,0.165927442,0.999844011,3.808886673,,3.261460414,0.920554441
0.1,7,0.8,400,3,0.8,0.206539056,0.99975902,3.524874944,,3.261553169,0.920549922
0.2,5,0.9,200,3,1,0.165984941,0.999844249,3.580186344,,3.262273338,0.920514832
0.1,6,0.6,400,3,0.6,0.815959593,0.996239196,3.453756632,,3.262574737,0.920500145
0.2,5,0.8,400,3,0.6,0.303230502,0.999478316,3.553919915,,3.262586633,0.920499565
0.3,6,0.8,100,1,0.6,0.396618817,0.999108324,3.574918001,,3.26266212,0.920495886
0.1,6,0.9,300,3,0.8,0.342138829,0.99933858,3.562172984,,3.262815862,0.920488393
0.4,5,0.8,300,3,0.6,0.168971062,0.999837845,3.681101846,,3.263093817,0.920474845
0.1,8,0.8,400,3,0.8,0.179276749,0.999818497,3.608770852,,3.263356508,0.920462041
0.4,5,0.8,200,5,1,0.13203678,0.999900704,3.568666758,,3.263744589,0.920443122
0.4,3,0.9,300,5,1,0.377132782,0.999195485,3.518926458,,3.263758491,0.920442445
0.2,6,0.9,200,3,0.6,0.457724747,0.998815509,3.725392675,,3.26379431,0.920440698
0.4,4,0.8,300,5,0.8,0.258787642,0.999620436,3.471156234,,3.263877995,0.920436618
0.2,3,0.8,400,5,0.8,0.910906849,0.995319212,3.364273108,,3.264091691,0.920426199
0.1,8,0.8,100,3,1,0.88796544,0.995546054,3.94266341,,3.264187308,0.920421537
0.2,5,0.7,400,1,0.8,0.124763403,0.999910702,3.876613255,,3.264479427,0.920407294
0.3,7,0.8,100,3,0.6,0.689751142,0.997307783,3.592827511,,3.264690998,0.920396976
0.4,6,0.6,300,3,1,0.113935391,0.999924726,3.931409625,,3.26523369,0.920370509
0.4,5,0.8,400,5,1,0.113029987,0.99992589,3.583217721,,3.265624631,0.92035144
0.4,5,0.8,300,5,1,0.114549462,0.999924222,3.574303457,,3.265858764,0.920340019
0.4,3,0.9,400,5,1,0.266863636,0.999596839,3.511197933,,3.266319149,0.920317558
0.2,6,0.6,300,3,0.6,0.541955216,0.998335854,3.544730826,,3.266494246,0.920309015
0.4,4,0.9,200,3,1,0.162874645,0.999849584,3.554095117,,3.266613966,0.920303173
0.3,5,0.6,300,10,1,0.372705974,0.99921277,3.209654074,,3.266908952,0.920288779
0.2,6,0.7,300,5,0.8,0.344879087,0.999327553,3.600163212,,3.267344161,0.92026754
0.3,7,0.8,200,10,1,0.194400089,0.999786332,3.520268234,,3.267534229,0.920258263
0.4,7,0.8,200,3,0.8,0.117220416,0.99992119,3.842896205,,3.268062453,0.920232479
0.4,4,0.9,100,3,1,0.408377434,0.999054498,3.601884055,,3.268151471,0.920228133
0.2,5,0.9,300,5,0.6,0.488363577,0.998651981,3.467975657,,3.26881065,0.92019595
0.1,6,0.7,300,3,1,0.251092964,0.999642991,3.59523333,,3.269030501,0.920185215
0.2,5,0.8,400,1,0.6,0.151805717,0.999869031,3.586091842,,3.270174097,0.920129363
0.3,5,0.7,300,10,0.6,0.800626219,0.99637785,3.372062059,,3.270285456,0.920123923
0.4,8,0.8,200,10,1,0.12456142,0.99991165,3.655233997,,3.270958144,0.920091059
0.4,7,0.9,300,1,0.8,0.112715306,0.999926232,4.152718927,,3.271085162,0.920084853
0.2,5,0.7,300,10,0.8,0.802602267,0.996364132,3.378337833,,3.27140684,0.920069134
0.4,7,0.9,400,1,0.8,0.112435792,0.999926597,4.153324781,,3.271478287,0.920065643
0.3,7,0.7,100,5,0.8,0.854043626,0.99587372,3.633269414,,3.271546476,0.920062311
0.2,8,0.8,200,3,0.6,0.46703147,0.998767095,3.557901126,,3.271736778,0.920053011
0.4,4,0.6,100,3,0.8,1.045195803,0.993820483,3.500451949,,3.271737968,0.920052953
0.2,7,0.8,400,5,1,0.112734475,0.99992633,3.726218474,,3.271883068,0.920045861
0.3,7,0.7,200,10,1,0.309253418,0.999459515,3.408491712,,3.27198939,0.920040665
0.4,7,0.9,200,1,0.8,0.11245882,0.99992657,4.138227348,,3.272312593,0.920024867
0.1,7,0.9,300,5,0.6,0.749925953,0.996828412,3.574967569,,3.272455134,0.9200179
0.2,5,0.7,300,1,0.8,0.1447245,0.999880807,3.857793247,,3.272572858,0.920012145
0.4,4,0.6,200,10,0.8,1.046357498,0.993821579,3.237831974,,3.272584444,0.920011579
0.3,8,0.9,100,3,0.8,0.265404011,0.999601196,3.767839585,,3.272625041,0.920009594
0.2,7,0.8,200,5,1,0.150962868,0.999871084,3.725957423,,3.272890932,0.919996596
0.4,4,0.6,200,5,0.8,0.7051716,0.997183212,3.556029572,,3.273142189,0.919984312
0.4,6,0.7,200,10,0.6,0.890520876,0.995519385,3.419022508,,3.273386562,0.919972363
0.2,6,0.6,100,5,1,1.041914127,0.993862581,3.508228461,,3.273427624,0.919970356
0.4,8,0.8,400,10,1,0.112556099,0.999926489,3.662066347,,3.273445202,0.919969496
0.1,4,0.8,400,5,1,0.620990789,0.997821894,3.277598658,,3.273825813,0.919950884
0.4,8,0.8,300,10,1,0.112849417,0.999926295,3.65694913,,3.274369223,0.919924308
0.4,6,0.9,100,5,0.6,0.709341751,0.997155067,3.636958017,,3.274573719,0.919914306
0.1,6,0.7,300,3,0.8,0.53992814,0.99835318,3.513880838,,3.274821357,0.919902192
0.4,6,0.7,400,10,1,0.116721518,0.999921735,3.463454906,,3.275135925,0.919886804
0.2,7,0.8,300,5,1,0.114909072,0.999924156,3.721167587,,3.275464612,0.919870723
0.4,3,0.9,200,5,0.8,0.910920015,0.995313545,3.766881666,,3.275936006,0.919847657
0.4,5,0.6,300,5,0.6,0.503903628,0.998559584,3.462846349,,3.276001689,0.919844443
0.4,5,0.8,100,1,0.6,0.370871205,0.999216609,3.53535138,,3.276063355,0.919841426
0.3,7,0.7,200,5,0.8,0.33006057,0.999383675,3.623780385,,3.276102349,0.919839517
0.1,7,0.9,200,3,0.8,0.530047362,0.998413552,3.631012774,,3.276197537,0.919834859
0.4,8,0.8,300,1,1,0.114466491,0.999923899,4.508966515,,3.276635985,0.919813401
0.4,7,0.8,400,3,0.8,0.112979607,0.999925903,3.861346927,,3.276718643,0.919809355
0.4,6,0.6,200,3,1,0.118229869,0.99991987,3.921723596,,3.276861853,0.919802346
0.4,6,0.6,100,5,1,0.431285138,0.998945203,3.676061492,,3.277055769,0.919792854
0.4,7,0.9,100,1,0.8,0.115062156,0.99992372,4.145303611,,3.277602218,0.919766102
0.4,4,0.9,300,3,1,0.122152536,0.99991454,3.570612358,,3.277726281,0.919760028
0.4,5,0.9,200,10,0.6,0.694561501,0.997274693,3.611143339,,3.278415947,0.919726258
0.1,5,0.6,400,5,1,0.525154076,0.998440985,3.314921688,,3.278735167,0.919710625
0.4,7,0.8,300,3,0.8,0.113357526,0.99992547,3.849047945,,3.278964932,0.919699371
0.1,6,0.6,300,3,0.6,1.00165412,0.994333814,3.471418489,,3.279079351,0.919693767
0.4,8,0.8,200,1,1,0.112829595,0.999926062,4.515482929,,3.279440511,0.919676076
0.3,8,0.9,300,5,1,0.112631191,0.999926371,4.080299348,,3.279570133,0.919669726
0.3,4,0.8,200,3,0.8,0.455527421,0.998825262,3.751235666,,3.279854831,0.919655779
0.3,8,0.9,200,5,1,0.112541334,0.999926593,4.078127931,,3.279871236,0.919654975
0.2,8,0.8,200,3,1,0.113807845,0.999925333,3.953874703,,3.280037218,0.919646843
0.3,8,0.9,400,5,1,0.112403728,0.999926659,4.079103298,,3.280067909,0.919645339
0.4,8,0.8,100,1,1,0.11679928,0.999920775,4.524951634,,3.280164148,0.919640624
0.2,4,0.9,200,10,0.8,1.289841267,0.990609862,3.527092552,,3.280256691,0.91963609
0.2,8,0.8,400,3,1,0.11264612,0.99992633,3.959349021,,3.281056433,0.919596899
0.3,6,0.6,100,5,0.8,1.180225424,0.992129346,3.57053529,,3.281139786,0.919592813
0.4,8,0.8,400,1,1,0.114330265,0.999924085,4.53378653,,3.281154452,0.919592095
0.3,5,0.9,100,10,0.8,1.292377582,0.990567519,3.600757246,,3.28118435,0.919590629
0.4,6,0.7,300,10,1,0.133840632,0.999898314,3.451626213,,3.281264181,0.919586716
0.4,4,0.9,400,3,1,0.11505809,0.999923523,3.571294676,,3.281561436,0.919572146
0.3,7,0.9,100,3,1,0.12538333,0.999910351,3.958403705,,3.281964515,0.919552387
0.3,8,0.6,100,3,0.8,0.762325323,0.996707026,3.678776111,,3.282041294,0.919548623
0.2,8,0.8,300,3,1,0.112511217,0.999926526,3.954339071,,3.282211923,0.919540257
0.3,7,0.6,400,3,1,0.114432187,0.999923972,4.001146336,,3.282479293,0.919527148
0.4,5,0.8,200,3,0.6,0.298209153,0.999495996,3.647167117,,3.282525903,0.919524863
0.1,8,0.7,200,3,0.8,0.752233479,0.996806558,3.547818629,,3.282815389,0.919510668
0.3,3,0.8,200,3,0.8,0.990584138,0.994452092,3.678122224,,3.282843753,0.919509277
0.3,6,0.6,400,10,0.6,0.751620054,0.996809668,3.376475794,,3.282907511,0.919506151
0.3,5,0.6,100,3,0.8,1.00601424,0.994277754,3.787035648,,3.283210824,0.919491276
0.2,5,0.8,300,1,0.6,0.189776839,0.999795704,3.571011546,,3.283485066,0.919477826
0.2,4,0.7,400,10,0.8,0.824692613,0.996160837,3.342943124,,3.283752838,0.919464692
0.2,5,0.7,200,1,0.8,0.260104918,0.999616076,3.840083261,,3.284412677,0.919432323
0.4,3,0.7,400,3,0.6,0.656458746,0.997554871,3.745153617,,3.284911372,0.919407855
0.2,5,0.8,300,3,0.6,0.400656063,0.999090322,3.537443442,,3.285046978,0.919401201
0.1,7,0.8,300,5,0.8,0.550757844,0.99828764,3.47997537,,3.285532208,0.919377389
0.3,5,0.7,100,3,0.8,0.824767314,0.996150439,3.726673948,,3.285791693,0.919364654
0.1,5,0.6,300,5,0.8,1.130439021,0.992783235,3.346589055,,3.28597344,0.919355733
0.2,5,0.7,400,5,0.6,0.571778565,0.99815207,3.43760614,,3.286593344,0.919325303
0.3,5,0.9,200,10,1,0.307550667,0.999464475,3.427756339,,3.287124238,0.919299237
0.3,7,0.6,200,3,1,0.121413445,0.999915814,3.981136313,,3.287255196,0.919292807
0.2,4,0.8,200,5,0.6,1.195958012,0.991927151,3.31962055,,3.287502366,0.91928067
0.2,4,0.8,400,10,0.6,0.992022079,0.994446585,3.313960904,,3.287706959,0.919270623
0.1,5,0.9,300,1,0.8,0.242157705,0.99966833,3.702421105,,3.287826285,0.919264763
0.2,7,0.8,100,3,1,0.291813332,0.999517454,3.767953514,,3.287934646,0.919259441
0.3,7,0.6,300,3,1,0.113837025,0.999924947,3.985815409,,3.288317565,0.919240633
0.3,3,0.9,400,5,0.8,0.585817261,0.998062432,3.687168048,,3.288880525,0.919212979
0.3,8,0.7,100,5,0.8,0.826477033,0.996132897,3.601104912,,3.289180913,0.919198221
0.4,8,0.6,100,5,0.8,0.865204295,0.995761423,3.396627785,,3.289355093,0.919189663
0.4,6,0.7,200,1,0.6,0.147150622,0.999876465,3.84454136,,3.289420492,0.919186449
0.1,5,0.8,400,1,1,0.119868516,0.999917676,3.705772908,,3.289470312,0.919184001
0.1,5,0.9,400,1,0.8,0.167877083,0.999840352,3.716043332,,3.28955441,0.919179869
0.1,5,0.8,200,1,1,0.290991386,0.999519183,3.729318599,,3.289593972,0.919177925
0.3,6,0.8,400,3,0.8,0.114033514,0.999924847,3.852980991,,3.291242412,0.919096904
0.2,8,0.7,400,10,1,0.154098636,0.999865596,3.444842989,,3.291326855,0.919092752
0.1,7,0.9,200,5,0.8,0.836997062,0.996043905,3.620486006,,3.29150948,0.919083773
0.1,8,0.9,200,3,1,0.163051737,0.999849597,4.085279691,,3.291887716,0.919065176
0.1,7,0.7,300,3,0.8,0.446974355,0.998871831,3.547397595,,3.292181258,0.919050741
0.1,6,0.6,200,5,1,1.03496585,0.99394774,3.481195221,,3.292190255,0.919050299
0.2,8,0.7,200,1,1,0.112671942,0.9999263,3.892167618,,3.292833101,0.919018682
0.2,6,0.9,100,3,0.8,0.713375557,0.997118747,3.76820668,,3.292839112,0.919018387
0.1,5,0.6,400,10,1,0.951637631,0.994886237,3.278944121,,3.29288292,0.919016232
0.2,7,0.6,100,5,1,0.956748906,0.994825956,3.536176043,,3.292889693,0.919015899
0.3,6,0.8,300,3,0.8,0.118407956,0.999919692,3.835264854,,3.293016026,0.919009685
0.3,6,0.9,300,3,1,0.112776707,0.999926174,3.895771657,,3.293040835,0.919008464
0.3,6,0.9,400,3,1,0.112402579,0.999926655,3.894576803,,3.293098483,0.919005629
0.4,6,0.7,300,1,0.6,0.117813979,0.999919796,3.863889333,,3.293560536,0.918982899
0.2,8,0.7,300,1,1,0.113072616,0.999925748,3.888281466,,3.293657148,0.918978145
0.1,6,0.9,400,10,0.6,1.061243997,0.993647148,3.520235293,,3.293877939,0.918967282
0.1,5,0.9,300,5,1,0.427282003,0.998968175,3.546481439,,3.294016308,0.918960474
0.3,7,0.7,200,10,0.8,0.710017065,0.997151396,3.494622356,,3.294052001,0.918958718
0.3,4,0.7,400,10,0.8,0.581634018,0.998088226,3.308037396,,3.294073304,0.91895767
0.1,5,0.7,400,10,0.8,1.130788516,0.99278495,3.358142372,,3.294145138,0.918954135
0.3,5,0.7,400,5,0.8,0.189666069,0.999795984,3.534496897,,3.294487958,0.918937266
0.3,6,0.9,200,3,1,0.112806775,0.999926263,3.89317476,,3.294707623,0.918926455
0.2,3,0.9,400,5,0.8,0.86540029,0.995772651,3.600158992,,3.295460238,0.918889411
0.3,8,0.9,400,1,1,0.112374154,0.999926673,4.334944531,,3.295952191,0.918865193
0.4,6,0.6,100,3,1,0.240324219,0.999672832,3.849556243,,3.296232977,0.918851368
0.4,3,0.9,200,5,1,0.607171919,0.997916636,3.554272424,,3.296405272,0.918842885
0.2,8,0.7,400,1,1,0.114960714,0.999923241,3.90255874,,3.296526853,0.918836898
0.4,6,0.7,200,10,1,0.237431022,0.999680603,3.427612694,,3.296769984,0.918824926
0.2,8,0.7,100,1,1,0.123919725,0.999912782,3.885167421,,3.297193405,0.918804073
0.1,5,0.8,300,1,1,0.144497501,0.999881676,3.701729215,,3.297340237,0.918796841
0.3,6,0.6,100,10,1,1.190093824,0.991995011,3.481748744,,3.297532789,0.918787357
0.3,5,0.9,200,10,0.6,0.896136685,0.995465282,3.441959823,,3.297985512,0.918765056
0.2,8,0.8,400,3,0.6,0.168556285,0.999838822,3.588597191,,3.298097182,0.918759554
0.3,8,0.9,300,1,1,0.113218071,0.999925568,4.335398992,,3.298634526,0.91873308
0.3,8,0.9,200,1,1,0.112419734,0.999926618,4.333560707,,3.300070304,0.918662319
0.2,5,0.6,300,10,1,0.614270569,0.997867871,3.253464433,,3.300603407,0.918636038
0.2,3,0.9,300,1,0.8,0.675846245,0.997417404,3.590403723,,3.301205673,0.918606342
0.1,8,0.6,200,5,0.8,1.389495828,0.989105832,3.591376662,,3.301756647,0.918579171
0.1,8,0.6,400,3,0.6,0.7418175,0.996891871,3.445701777,,3.301878109,0.91857318
0.4,3,0.9,100,1,0.8,1.001676626,0.994328622,3.666223882,,3.301947686,0.918569748
0.1,4,0.8,400,10,0.8,1.289648579,0.990614854,3.425943861,,3.302482473,0.918543369
0.4,4,0.9,100,10,0.8,1.322301004,0.990118775,3.733990289,,3.302693398,0.918532964
0.2,4,0.9,300,5,0.6,0.743463546,0.996877509,3.532515997,,3.302751354,0.918530104
0.1,6,0.6,200,3,1,0.688256226,0.997324437,3.580204618,,3.303002575,0.91851771
0.3,4,0.6,300,5,1,0.32530992,0.999400508,3.275213411,,3.303086538,0.918513567
0.2,8,0.7,400,10,0.8,0.417611325,0.999015681,3.433229896,,3.303482953,0.918494007
0.4,5,0.7,200,5,0.8,0.33963641,0.999347131,3.578515327,,3.303574116,0.918489509
0.4,6,0.7,400,1,0.6,0.115630896,0.999922474,3.87525527,,3.303691338,0.918483724
0.3,6,0.9,200,5,0.8,0.203976829,0.999764854,3.725614954,,3.304000872,0.918468448
0.4,4,0.8,400,1,0.6,0.142627859,0.999884095,3.520089091,,3.30433787,0.918451816
0.1,8,0.8,300,3,0.8,0.281792697,0.999551913,3.596614665,,3.304790398,0.918429478
0.3,6,0.8,100,5,1,0.352679051,0.99929501,3.72734068,,3.304794485,0.918429276
0.2,8,0.7,300,10,1,0.262529468,0.999610123,3.429285351,,3.304805286,0.918428743
0.3,4,0.7,300,10,0.6,1.001659256,0.994326853,3.412275331,,3.304956779,0.918421264
0.2,8,0.8,300,3,0.6,0.226328352,0.99971003,3.573704217,,3.305176159,0.918410434
0.2,6,0.8,200,1,0.8,0.13388179,0.999898059,3.968296204,,3.305375596,0.918400587
0.3,8,0.9,100,1,1,0.112894517,0.999926004,4.331422768,,3.305450444,0.918396892
0.3,7,0.9,200,1,0.6,0.118302753,0.99991971,3.880607512,,3.305487982,0.918395038
0.2,6,0.8,100,5,1,0.685302109,0.997343865,3.454577502,,3.306407116,0.918349649
0.2,5,0.7,400,10,1,0.299818366,0.999492027,3.276829697,,3.306683685,0.918335989
0.2,4,0.9,400,5,0.6,0.586162183,0.99806027,3.51415472,,3.307596106,0.918290915
0.2,6,0.8,400,1,0.8,0.113068279,0.999925825,3.981845976,,3.308165377,0.918262787
0.3,4,0.6,400,5,1,0.216357196,0.999734837,3.329816917,,3.308270962,0.918257569
0.1,8,0.8,200,5,0.8,0.891612828,0.995513412,3.588576633,,3.309024418,0.918220332
0.1,8,0.7,400,5,0.6,0.827306305,0.996136982,3.35276945,,3.309603596,0.918191701
0.3,4,0.6,200,5,1,0.544319235,0.998321497,3.238447391,,3.310539724,0.918145416
0.2,7,0.9,300,3,1,0.112658139,0.99992634,3.846701956,,3.310700034,0.918137488
0.2,5,0.8,200,1,0.6,0.354313065,0.999288265,3.542756999,,3.310710458,0.918136972
0.2,7,0.9,400,3,1,0.112405389,0.999926656,3.845496626,,3.310815131,0.918131796
0.3,7,0.9,100,1,0.6,0.263847901,0.999603587,3.862842011,,3.310922543,0.918126484
0.2,8,0.6,200,3,0.6,0.836707561,0.996041084,3.611887337,,3.311086119,0.918118394
0.2,7,0.6,100,1,1,0.202473421,0.999767618,3.800564937,,3.311720808,0.918087
0.2,7,0.9,200,3,1,0.113307109,0.999925894,3.845256243,,3.312669964,0.918040039
0.2,6,0.8,300,1,0.8,0.114709434,0.999923925,3.970725451,,3.312732074,0.918036966
0.3,4,0.6,100,3,0.8,1.272641114,0.990852331,3.636879664,,3.312888925,0.918029204
0.1,5,0.6,200,3,0.8,1.282185823,0.990723253,3.535162014,,3.312961135,0.918025631
0.1,5,0.8,300,5,0.8,0.835354497,0.996063005,3.398115788,,3.313712288,0.917988454
0.4,6,0.6,200,10,0.6,1.104800984,0.993108678,3.329234633,,3.313862206,0.917981033
