PI-content,CF-content,Sizing agent-content,GP-content,TS_pred,TC_pred,Pareto_optimal
0.78,0.11,0.035,0.11,67.36801,11.895447,FALSE
0.78,0.11,0.04,0.11,64.818535,10.089187,FALSE
0.78,0.11,0.045,0.11,64.818535,10.089187,FALSE
0.78,0.11,0.05,0.11,63.044067,9.992249,FALSE
0.78,0.11,0.055,0.11,63.044067,9.992249,FALSE
0.78,0.12,0,0.1,58.8867,7.6504498,FALSE
0.78,0.12,0.005,0.1,58.8867,7.6504498,FALSE
0.78,0.12,0.01,0.1,67.580795,9.334299,FALSE
0.78,0.12,0.015,0.1,67.580795,9.334299,FALSE
0.78,0.12,0.03,0.1,67.36801,11.895447,FALSE
0.78,0.12,0.035,0.1,67.36801,11.895447,FALSE
0.78,0.12,0.04,0.1,64.818535,10.089187,FALSE
0.78,0.12,0.045,0.1,64.818535,10.089187,FALSE
0.78,0.12,0.05,0.1,63.044067,9.992249,FALSE
0.78,0.12,0.055,0.1,63.044067,9.992249,FALSE
0.78,0.13,0,0.09,58.237957,6.8770924,FALSE
0.78,0.13,0.005,0.09,58.237957,6.8770924,FALSE
0.78,0.13,0.01,0.09,67.57447,8.17452,FALSE
0.78,0.13,0.015,0.09,67.57447,8.17452,FALSE
0.78,0.13,0.02,0.09,71.82278,11.018565,FALSE
0.78,0.13,0.025,0.09,71.82278,11.018565,FALSE
0.78,0.13,0.03,0.09,67.506996,11.286641,FALSE
0.78,0.13,0.035,0.09,67.506996,11.286641,FALSE
0.78,0.13,0.04,0.09,65.66532,9.889395,FALSE
0.78,0.13,0.045,0.09,65.66532,9.889395,FALSE
0.78,0.13,0.05,0.09,65.40553,10.138697,FALSE
0.78,0.13,0.055,0.09,65.40553,10.138697,FALSE
0.78,0.14,0,0.08,57.199757,7.032812,FALSE
0.78,0.14,0.005,0.08,57.199757,7.032812,FALSE
0.78,0.14,0.01,0.08,66.53627,8.269853,FALSE
0.78,0.14,0.015,0.08,66.53627,8.269853,FALSE
0.78,0.14,0.02,0.08,70.78458,11.068203,FALSE
0.78,0.14,0.025,0.08,70.78458,11.068203,FALSE
0.78,0.14,0.03,0.08,66.468796,11.294035,FALSE
0.78,0.14,0.035,0.08,66.468796,11.294035,FALSE
0.78,0.14,0.04,0.08,64.62713,9.840667,FALSE
0.78,0.14,0.045,0.08,64.62713,9.840667,FALSE
0.78,0.14,0.05,0.08,64.367325,10.089971,FALSE
0.78,0.14,0.055,0.08,64.367325,10.089971,FALSE
0.78,0.15,0,0.07,57.175774,6.192609,FALSE
0.78,0.15,0.005,0.07,57.175774,6.192609,FALSE
0.78,0.15,0.01,0.07,66.53627,7.4943094,FALSE
0.78,0.15,0.015,0.07,66.53627,7.4943094,FALSE
0.78,0.15,0.02,0.07,70.78458,10.134827,FALSE
0.78,0.15,0.025,0.07,70.78458,10.134827,FALSE
0.78,0.15,0.03,0.07,66.468796,10.552852,FALSE
0.78,0.15,0.035,0.07,66.468796,10.552852,FALSE
0.78,0.15,0.04,0.07,64.62713,9.207076,FALSE
0.78,0.15,0.045,0.07,64.62713,9.207076,FALSE
0.78,0.15,0.05,0.07,64.367325,9.45638,FALSE
